ampl.tab 1 2
BUS	lat_bus	lon_bus
32651	-89.46066	39.16264
32652	-89.40172	38.88934
32653	-89.78856	39.01261
32654	-89.81727	39.1254
32655	-89.6561	39.17591
32656	-89.48833333	39.11958
32657	-89.48448	39.16317
32658	-90.10168	38.57727
32659	-90.00334	38.53002
32660	-89.4	39.21
32661	-89.43	38.39
32662	-90.2	38.51
32663	-90.00334	38.53002
32664	-90.00334	38.53002
32665	-90.00334	38.53002
32666	-90.00334	38.53002
32667	-89.66084	38.00758
32668	-89.71564	38.15283
32669	-89.68336	38.21195
32670	-89.43	38.39
32671	-89.01277778	38.3291
32672	-88.76475	38.31763
32673	-89.01277778	38.3291
32674	-89.60632	38.60784
32675	-89.11001	39.0079
32676	-89.10143	38.98101
32677	-89.48833333	39.11958
32678	-89.11942	38.61132
32679	-89.11942	38.61132
32680	-89.11942	38.61132
32681	-89.18947	38.3291
32682	-89.37783	38.3482
32683	-89.3843	38.0782
32684	-89.24046	38.03129
32685	-89.01277778	38.72205889
32686	-89.11942	38.61132
32687	-90.00334	38.53002
32703	-88.36888	40.09773889
32704	-88.36888	40.09773889
32705	-88.36888	40.09773889
32706	-88.36888	40.09773889
32707	-88.36888	40.09773889
32708	-88.36888	40.09773889
32709	-88.36888	40.09773889
32710	-88.36888	40.09773889
32711	-88.36888	40.09773889
32712	-88.36888	40.09773889
32713	-88.36888	40.09773889
32714	-88.36888	40.09773889
32999	-89.96485	38.72642
33001	-89.66333333	40.59611111
33002	-89.53	40.39
33023	-89.53	40.39
33029	-89.60257	40.75392889
33040	-89.53	40.39
33073	-89.53	40.39
33084	-89.66333333	40.59611111
33088	-89.53	40.39
33108	-89.66333333	40.76598
33134	-88.5916	39.79856
33135	-89.53	40.39
33136	-88.57166	39.92288
33137	-89.66333333	40.59611111
33138	-89.53	40.39
33139	-89.53	40.39
33140	-89.53	40.39
33141	-89.66333333	40.59611111
33143	-89.53	40.39
33144	-89.53	40.39
33146	-89.53	40.39
33147	-89.53	40.39
33148	-89.53	40.39
33150	-89.66333333	40.76598
33151	-89.53	40.39
33152	-89.53	40.39
33154	-89.53	40.39
33155	-89.53	40.39
33156	-89.52573	40.82349
33157	-89.66333333	39.57976
33158	-89.66333333	39.79768
33159	-89.39061	39.57976
33161	-89.9825	40.46444444
33162	-89.66333333	40.59611111
33174	-89.54792	40.67154
33175	-89.66333333	40.29847
33299	-89.60932	40.745
33300	-89.6282	40.56827
33301	-89.60083333	39.75472222
33302	-89.60083333	39.75472222
33303	-89.61452306	39.763355
33304	-89.63991	39.80694389
33305	-89.57426111	39.83132806
33306	-89.60083333	39.93358
33307	-89.60083333	39.93358
33308	-89.66333333	39.93358
33309	-89.66333333	39.93358
33310	-89.9825	39.93358
33311	-89.9825	39.93358
33312	-89.9825	39.75472222
33313	-89.9825	39.75472222
33314	-89.54206	39.86675
33315	-89.69718	39.67291
33316	-89.63822111	39.82230111
33317	-89.63822111	39.82230111
33318	-90.23441	39.72974
33319	-89.76	39.81
33320	-89.61712	39.81785
33321	-89.76	39.81
33322	-89.76	39.81
33323	-90.23441	39.72974
33324	-89.76	39.81
33325	-89.76	39.81
33326	-90.04732	39.62041
33327	-89.76	39.81
33328	-89.76	39.81
33330	-89.76	39.81
33331	-89.76	39.81
33332	-89.68197	39.7669
33333	-89.76	39.81
33334	-89.76	39.81
33335	-89.76	39.81
33336	-89.76	39.81
33337	-89.76	39.81
33338	-89.76	39.81
33340	-89.68197	39.7669
33351	-88.95	37.61666667
33352	-88.2777778	37.20583
33353	-88.30437	37.45088
33354	-90.04732	39.62041
33355	-89.84466	38.18377
33356	-88.2777778	37.76501
33357	-89.08	37.87
33358	-89.5511	37.93022
33359	-89.3843	37.9007
33360	-89.5511	37.93022
33361	-88.2777778	37.76501
33370	-89.84466	38.18377
33371	-89.08	37.87
33373	-89.5511	37.93022
33375	-88.30437	37.45088
33377	-90.04732	39.62041
33379	-89.08	37.87
33380	-89.3843	37.9007
33381	-89.33732	37.76812
33382	-88.95	37.61666667
33383	-88.2777778	37.20583
33385	-88.95	37.61666667
33386	-88.95	37.61666667
33387	-88.95	37.61666667
33388	-88.95	37.61666667
33389	-88.95	37.61666667
33391	-88.85861111	37.20833333
33392	-88.85861111	37.20833333
33393	-88.84432	37.20583
33394	-88.81983	37.2989
33395	-88.84432	37.20583
33396	-88.84432	37.20583
33471	-88.85861111	37.20833333
33472	-88.85861111	37.20833333
33473	-88.85861111	37.20833333
33475	-88.85861111	37.20833333
33478	-88.85861111	37.20833333
33481	-88.85861111	37.20833333
33482	-88.85861111	37.20833333
33483	-88.85861111	37.20833333
33484	-88.85861111	37.20833333
33485	-88.85861111	37.20833333
33486	-88.85861111	37.20833333
34036	-91.4	40.97608
34045	-91.4	40.97608
34078	-91.4	40.97608
34181	-91.4	40.97608
35975	-88.94024	41.79405
35976	-88.94024	41.79405
35977	-88.94024	41.79405
35978	-88.94024	41.79405
35979	-88.94024	41.79405
35981	-88.94024	41.79405
35982	-88.94024	41.79405
35983	-88.94024	41.79405
35984	-88.94024	41.79405
35985	-88.94024	41.79405
35986	-88.94024	41.79405
35987	-88.94024	41.79405
35988	-88.94024	41.79405
35990	-89.36699	40.15064
35991	-89.36699	40.15064
35992	-89.36699	40.15064
35993	-89.36699	40.15064
35994	-89.36699	40.15064
35995	-89.36699	40.15064
35996	-89.36699	40.15064
35997	-89.36699	40.15064
35998	-89.36699	40.15064
35999	-87.58245	41.76615
36000	-87.58245	41.76615
36001	-88.35194444	41.35166667
36002	-88.35194444	41.35166667
36003	-87.72277778	41.82944444
36004	-87.58245	41.76615
36005	-87.58245	41.76615
36006	-87.58245	41.76615
36007	-87.7981	41.7698
36008	-87.7981	41.7698
36009	-87.7981	41.7698
36010	-87.7981	41.7698
36011	-87.63761	41.50993
36012	-87.58245	41.76615
36013	-87.68147	41.65843
36014	-87.68147	41.65843
36015	-87.68147	41.65843
36016	-87.54122	41.63824
36017	-87.54122	41.63824
36018	-89.06462	42.21111611
36019	-89.06462	42.21111611
36020	-89.06462	42.21111611
36021	-88.35194444	41.35166667
36022	-87.72277778	41.82944444
36023	-87.72277778	41.82944444
36024	-87.72277778	41.82944444
36025	-87.72277778	41.82944444
36026	-87.86124	41.11548
36027	-87.86124	41.11548
36028	-87.83598	42.08333333
36029	-87.83598	42.08333333
36030	-87.83598	42.08333333
36031	-87.83598	42.08333333
36032	-88.42773	41.36868
36033	-88.42773	41.36868
36034	-87.68147	41.65843
36035	-88.24825	41.798
36036	-88.24825	41.798
36037	-88.24825	41.798
36038	-87.94369	41.89798
36039	-87.94369	41.89798
36040	-87.94369	41.89798
36041	-87.78659	42.05883
36042	-87.78659	42.05883
36043	-88.1225	41.52675
36044	-88.01856	41.97673
36045	-88.01856	41.97673
36046	-88.66666667	41.25
36047	-87.9661	42.28412
36048	-87.9661	42.28412
36049	-88.08784	41.79183
36050	-88.08784	41.79183
36051	-88.01503	41.87498
36052	-88.01503	41.87498
36053	-87.58245	41.76615
36054	-87.83588	41.79286
36055	-87.83588	41.79286
36056	-89.60267	41.79558
36057	-89.60267	41.79558
36058	-87.83302	42.12973
36059	-87.83302	42.12973
36060	-88.53491	41.66335
36061	-88.53491	41.66335
36063	-88.6419	40.87667
36064	-87.92482	42.10243
36065	-87.92482	42.10243
36066	-88.244576	42.23354
36067	-88.244576	42.23354
36068	-87.74001	42.03708
36069	-87.74001	42.03708
36070	-87.74001	42.03708
36071	-87.74001	42.03708
36072	-87.52166667	41.7075
36073	-87.52166667	41.7075
36074	-87.63588	41.86979
36075	-87.63588	41.86979
36078	-88.13838	42.06458
36081	-88.26136	41.95213
36082	-88.26136	41.95213
36084	-89.187002	42.336932
36085	-87.9888	41.42605
36086	-87.9888	41.42605
36088	-89.06325	42.27032
36089	-89.06325	42.27032
36092	-88.24825	41.798
36093	-88.1225	41.52675
36107	-87.7981	41.7698
36108	-87.7981	41.7698
36109	-87.7981	41.7698
36110	-87.7981	41.7698
36111	-87.63761	41.50993
36113	-87.68147	41.65843
36114	-87.68147	41.65843
36115	-87.68147	41.65843
36116	-87.54122	41.63824
36117	-87.54122	41.63824
36118	-89.06462	42.21111611
36119	-89.06462	42.21111611
36120	-89.06462	42.21111611
36121	-88.35194444	41.35166667
36122	-87.72277778	41.82944444
36123	-87.72277778	41.82944444
36124	-87.72277778	41.82944444
36125	-87.72277778	41.82944444
36126	-87.86124	41.11548
36127	-87.86124	41.11548
36128	-87.83598	42.08333333
36129	-87.83598	42.08333333
36130	-87.83598	42.08333333
36131	-87.83598	42.08333333
36132	-88.42773	41.36868
36133	-88.42773	41.36868
36134	-87.68147	41.65843
36135	-88.24825	41.798
36136	-88.24825	41.798
36137	-88.24825	41.798
36138	-87.94369	41.89798
36139	-87.94369	41.89798
36140	-87.94369	41.89798
36141	-87.78659	42.05883
36142	-87.78659	42.05883
36143	-88.1225	41.52675
36144	-88.01856	41.97673
36145	-88.01856	41.97673
36146	-88.66666667	41.25
36147	-87.9661	42.28412
36148	-87.9661	42.28412
36149	-88.08784	41.79183
36150	-88.08784	41.79183
36151	-88.01503	41.87498
36152	-88.01503	41.87498
36154	-87.83588	41.79286
36155	-87.83588	41.79286
36156	-89.60267	41.79558
36157	-89.60267	41.79558
36158	-87.83302	42.12973
36159	-87.83302	42.12973
36160	-88.53491	41.66335
36161	-88.53491	41.66335
36163	-88.6419	40.87667
36164	-87.92482	42.10243
36165	-87.92482	42.10243
36166	-88.244576	42.23354
36167	-88.244576	42.23354
36168	-87.74001	42.03708
36169	-87.74001	42.03708
36170	-87.74001	42.03708
36171	-87.74001	42.03708
36172	-87.52166667	41.70722222
36173	-87.52166667	41.70722222
36174	-87.63588	41.86979
36175	-87.63588	41.86979
36178	-88.13838	42.06458
36181	-88.26136	41.95213
36182	-88.26136	41.95213
36184	-89.187002	42.336932
36185	-87.9888	41.42605
36186	-87.9888	41.42605
36192	-88.24825	41.798
36193	-88.1225	41.52675
36194	-89.60267	41.79558
36198	-88.08784	41.79183
36212	-87.99267	42.00578
36213	-87.99267	42.00578
36255	-88.35194444	41.35166667
36258	-88.53491	41.66335
36260	-87.9888	41.42605
36261	-87.54122	41.63824
36264	-87.7981	41.7698
36265	-87.7981	41.7698
36267	-87.7981	41.7698
36268	-87.63761	41.50993
36270	-87.68147	41.65843
36271	-87.68147	41.65843
36272	-87.68147	41.65843
36273	-87.68147	41.65843
36274	-88.13333333	41.25
36275	-88.13333333	41.25
36277	-88.6419	40.87667
36278	-87.54122	41.63824
36279	-87.54122	41.63824
36280	-89.25837	42.12842
36281	-89.25837	42.12842
36282	-87.54959	41.61179
36284	-90.32215	41.67807
36288	-89.06462	42.21111611
36289	-89.06462	42.21111611
36291	-88.35194444	41.35166667
36294	-87.72277778	41.82944444
36295	-87.72277778	41.82944444
36298	-87.86124	41.11548
36299	-87.86124	41.11548
36300	-87.83598	42.08333333
36301	-87.83598	42.08333333
36302	-88.26666667	41.38333333
36303	-88.26666667	41.38333333
36308	-87.83598	41.49702
36309	-87.83598	41.49702
36310	-88.24825	41.798
36311	-88.24825	41.798
36312	-87.94369	41.89798
36313	-87.94369	41.89798
36314	-88.10903	41.4121
36315	-88.10903	41.4121
36317	-88.28	41.59
36319	-88.28	41.59
36321	-88.28	41.59
36323	-88.28	41.59
36325	-88.28	41.59
36327	-88.28	41.59
36330	-87.94369	41.89798
36332	-87.78659	42.05883
36333	-87.78659	42.05883
36334	-88.1225	41.52675
36335	-88.1225	41.52675
36336	-88.1225	41.52675
36337	-88.1225	41.52675
36338	-88.01856	41.97673
36339	-88.01856	41.97673
36340	-88.12444444	41.495
36341	-88.12444444	41.495
36342	-89.48833333	39.59083333
36343	-89.48833333	39.59083333
36344	-88.6419	40.87667
36345	-88.6419	40.87667
36346	-88.66666667	41.25
36347	-88.66666667	41.25
36348	-89.16197	39.96693
36349	-88.24825	41.798
36350	-87.9661	42.28412
36351	-87.9661	42.28412
36352	-88.08784	41.79183
36353	-88.08784	41.79183
36354	-88.04791	41.58946
36355	-88.04791	41.58946
36356	-88.01503	41.87498
36357	-88.01503	41.87498
36358	-88.08784	41.79183
36360	-87.83588	41.79286
36361	-87.83588	41.79286
36362	-89.60267	41.79558
36363	-89.60267	41.79558
36364	-87.83302	42.12973
36365	-87.83302	42.12973
36368	-89.14	42.12
36372	-88.53491	41.66335
36373	-88.53491	41.66335
36374	-88.53491	41.66335
36375	-88.53491	41.66335
36378	-89.67888889	40.545
36379	-89.67888889	40.545
36380	-87.92482	42.10243
36381	-87.92482	42.10243
36382	-90.32215	41.67807
36389	-88.244576	42.23354
36390	-87.74001	42.03708
36391	-87.74001	42.03708
36392	-87.52166667	41.7075
36393	-87.52166667	41.7075
36394	-87.63588	41.86979
36395	-87.63588	41.86979
36396	-87.83588	41.79286
36397	-87.83588	41.79286
36398	-88.13838	42.06458
36404	-88.26136	41.95213
36405	-88.26136	41.95213
36406	-89.187002	42.336932
36407	-89.187002	42.336932
36414	-87.9888	41.42605
36415	-87.9888	41.42605
36420	-87.84314	42.45667
36421	-87.84314	42.45667
36426	-87.84314	42.45667
36427	-87.84314	42.45667
36428	-87.94	42.14
36429	-87.94	42.14
36432	-87.94	42.14
36433	-87.94	42.14
36438	-87.84314	42.45667
36439	-87.84314	42.45667
36440	-87.8	41.63
36441	-87.8	41.63
36442	-87.8	41.63
36443	-87.8	41.63
36448	-88.00869	41.9306
36449	-88.00869	41.9306
36451	-87.8	41.63
36453	-87.8	41.63
36456	-89.06325	42.27032
36457	-89.06325	42.27032
36458	-89.06325	42.27032
36459	-89.06325	42.27032
36460	-87.8	41.63
36461	-87.8	41.63
36462	-87.73583	41.67038
36463	-87.73583	41.67038
36464	-87.73583	41.67038
36465	-87.73583	41.67038
36466	-88.00869	41.9306
36467	-88.00869	41.9306
36468	-88.00869	41.9306
36469	-88.00869	41.9306
36470	-89.07	40.84
36471	-89.07	40.84
36472	-89.67888889	40.545
36473	-89.67888889	40.545
36474	-87.8	41.63
36475	-87.8	41.63
36476	-87.8	41.63
36477	-87.8	41.63
36478	-88.28	41.59
36479	-88.28	41.59
36480	-88.28	41.59
36481	-88.28	41.59
36482	-88.07962	42.47475
36483	-88.07962	42.47475
36484	-88.07962	42.47475
36485	-88.07962	42.47475
36486	-88.00292	42.19541
36487	-88.00292	42.19541
36488	-87.73248	41.80026
36489	-87.73248	41.80026
